customer_id;first_name;last_name;gender;DOB;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car;address;postcode;state;country;property_valuation
2310;Jed;Humpherston;Male;1970-02-10;Executive Secretary;n/a;High Net Worth;N;Yes;0522 Nelson Crossing;4304;QLD;Australia;3
2311;Addi;;Female;1989-02-15;Design Engineer;Health;Mass Customer;N;No;90609 Charing Cross Lane;2250;NSW;Australia;7
2312;Ronnica;Grebner;Female;1979-08-10;Assistant Manager;Manufacturing;Mass Customer;N;No;360 Troy Parkway;3223;VIC;Australia;6
2313;Christa;Pauley;Female;1966-07-10;Chemical Engineer;Manufacturing;Mass Customer;N;No;08475 Shoshone Park;3116;VIC;Australia;9
2314;Ravid;Lapenna;Male;1993-12-22;Registered Nurse;Health;High Net Worth;N;Yes;44778 Bellgrove Crossing;3205;VIC;Australia;10
2315;Pernell;MacCheyne;Male;1994-03-01;Community Outreach Specialist;Financial Services;Affluent Customer;N;No;69444 Mccormick Junction;2539;NSW;Australia;9
2316;Vernen;Bourgaize;Male;1978-03-21;Computer Systems Analyst IV;Financial Services;Affluent Customer;N;Yes;64 Macpherson Junction;2208;NSW;Australia;11
2317;Alwin;Cuberley;Male;1976-12-07;Tax Accountant;Health;Mass Customer;N;Yes;386 Jay Junction;4218;QLD;Australia;3
2318;Willa;Malyan;Female;1988-03-01;Automation Specialist I;Manufacturing;Mass Customer;N;Yes;496 Summit Road;2120;NSW;Australia;10
2319;David;Darrigrand;Male;1985-05-03;Librarian;Entertainment;High Net Worth;N;No;54970 Veith Hill;4125;QLD;Australia;7
2320;Kaylyn;Throssell;Female;1965-12-21;Senior Developer;Manufacturing;Affluent Customer;N;No;33477 Trailsway Park;4818;QLD;Australia;5
2321;Libbi;Freeberne;Female;1980-03-25;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes;92 Schlimgen Hill;3023;VIC;Australia;8
2322;Hazlett;Rosenschein;Male;1992-05-24;Biostatistician III;Health;Mass Customer;N;Yes;3 Talisman Court;3204;VIC;Australia;11
2323;Adair;Piser;Male;1988-04-30;Desktop Support Technician;Property;High Net Worth;N;No;69893 Loomis Junction;2229;NSW;Australia;10
2324;Jerrold;Robben;Male;1966-08-05;Sales Associate;Manufacturing;Mass Customer;N;Yes;6505 Fieldstone Alley;4037;QLD;Australia;8
2325;Emmett;Whatsize;Male;1964-01-06;Database Administrator IV;Retail;High Net Worth;N;Yes;5 1st Park;2285;NSW;Australia;6
2326;Trev;Boothebie;Male;1966-06-22;Programmer Analyst I;Retail;High Net Worth;N;No;83 American Ash Drive;2261;NSW;Australia;8
2327;Alie;Sowle;Female;1963-04-05;Budget/Accounting Analyst II;n/a;Affluent Customer;N;No;94 Twin Pines Trail;2567;NSW;Australia;8
2328;Gayler;Shackle;Male;1986-06-03;Dental Hygienist;Health;Mass Customer;N;Yes;034 Eagan Avenue;2560;NSW;Australia;6
2329;Donny;Stiven;Female;1957-12-19;Computer Systems Analyst II;IT;Affluent Customer;N;No;3 Mariners Cove Terrace;3108;VIC;Australia;10
2330;Claresta;Bonnor;Female;1990-01-17;Account Coordinator;Property;Mass Customer;N;No;2 Raven Way;3106;VIC;Australia;10
2331;Marybelle;Antal;Female;1963-04-11;Database Administrator III;Financial Services;Mass Customer;N;Yes;4527 Butterfield Circle;2076;NSW;Australia;9
2332;Jeff;Goodere;Male;1977-04-20;Developer III;Property;High Net Worth;N;Yes;366 Hovde Park;2566;NSW;Australia;8
2333;Ives;Adolfson;Male;1966-04-19;Structural Analysis Engineer;Financial Services;Mass Customer;N;Yes;2 Straubel Lane;2477;NSW;Australia;6
2334;Zebulen;Hefford;Male;1996-03-16;Food Chemist;Health;Affluent Customer;N;No;0 Butterfield Junction;2340;NSW;Australia;5
2335;Payton;Sheach;U;;Account Executive;IT;Mass Customer;N;No;7174 Thackeray Point;2153;NSW;Australia;10
2336;Karney;Labrone;Male;1978-01-19;Dental Hygienist;Health;Affluent Customer;N;No;29 Portage Street;4070;QLD;Australia;7
2337;Odilia;Bick;Female;2000-01-11;Programmer Analyst II;Health;Mass Customer;N;No;35 Lakewood Gardens Junction;3806;VIC;Australia;9
2338;Clarie;Hackworth;Female;1986-11-28;Programmer Analyst IV;Manufacturing;Mass Customer;N;No;5 Stoughton Parkway;2099;NSW;Australia;9
2339;Damien;Haddeston;Male;1958-12-28;Web Designer II;Property;Affluent Customer;N;Yes;533 Ramsey Center;4507;QLD;Australia;5
2340;Joachim;Amer;Male;1978-03-29;Research Assistant IV;Health;Mass Customer;N;Yes;694 Northwestern Court;2155;NSW;Australia;10
2341;Caterina;Scedall;U;;Web Designer II;IT;Mass Customer;N;Yes;4 Huxley Alley;4070;QLD;Australia;8
2342;Clara;Jakel;Female;1999-09-17;;n/a;Mass Customer;N;No;03961 Sullivan Park;2114;NSW;Australia;12
2343;Wilhelm;Corteis;Male;1959-03-24;Nurse Practicioner;Argiculture;High Net Worth;N;Yes;1081 Laurel Park;2049;NSW;Australia;12
2344;Wat;Robelin;Male;1993-03-04;Nurse;Financial Services;Mass Customer;N;Yes;24 Corben Terrace;2164;NSW;Australia;8
2345;Arden;Godard;Female;1986-07-15;Systems Administrator I;Retail;Affluent Customer;N;Yes;99 Eastlawn Way;2360;NSW;Australia;1
2346;Joey;Scheffler;Male;1979-09-16;Information Systems Manager;n/a;Mass Customer;N;Yes;6 Anniversary Place;2213;NSW;Australia;10
2347;"L;urette";Annott;Female;1957-03-04;Programmer Analyst I;n/a;High Net Worth;N;No;0866 Pennsylvania Junction;3181;VIC;Australia;10
2348;Keeley;Winslet;Female;1957-11-07;Web Designer IV;Manufacturing;Mass Customer;N;No;2 Continental Park;3194;VIC;Australia;10
2349;Julee;Garwell;Female;1979-03-05;Executive Secretary;Telecommunications;High Net Worth;N;No;22774 Pennsylvania Hill;2262;NSW;Australia;6
2350;Lorinda;Malpass;Female;1959-03-17;Nurse Practicioner;n/a;Mass Customer;N;Yes;9 Merrick Plaza;3138;VIC;Australia;8
2351;Felicity;Beirne;Female;1992-03-15;Assistant Professor;Retail;Affluent Customer;N;Yes;52593 Iowa Place;2529;NSW;Australia;8
2352;Cilka;Dabbes;Female;1971-10-22;Statistician II;n/a;Mass Customer;N;Yes;3 School Drive;4173;QLD;Australia;7
2353;Lyn;Luquet;Male;1978-12-27;Health Coach IV;Health;Affluent Customer;N;Yes;9292 Mcguire Plaza;2073;NSW;Australia;12
2354;Tammie;Fisbey;Female;1958-12-19;Product Engineer;Retail;Mass Customer;N;No;6 Graceland Court;4301;QLD;Australia;2
2355;Shaughn;;Male;1993-12-19;Operator;Manufacturing;Mass Customer;N;Yes;24 Lerdahl Street;4825;QLD;Australia;3
2356;Arluene;Manchester;Female;1994-12-17;Geological Engineer;Manufacturing;Affluent Customer;N;No;801 Kings Parkway;2227;NSW;Australia;10
2357;Lisette;Mingardi;Female;1962-10-15;Civil Engineer;Manufacturing;Mass Customer;N;No;89 Pawling Court;4020;QLD;Australia;7
2358;Ave;Peatt;Male;1959-05-01;Senior Sales Associate;Retail;High Net Worth;N;Yes;89972 Graedel Point;2176;NSW;Australia;9
2359;Merlina;Bream;Female;1986-03-25;Mechanical Systems Engineer;Property;High Net Worth;N;Yes;17123 Northport Circle;4223;QLD;Australia;9
2360;Karleen;McGenn;Female;1974-11-03;VP Accounting;Financial Services;High Net Worth;N;Yes;20 Bluestem Way;4152;QLD;Australia;9
2361;Jeannette;Cerman;Female;1954-11-28;Help Desk Operator;n/a;High Net Worth;N;Yes;743 Stone Corner Parkway;4127;QLD;Australia;6
2362;Herbie;Machans;Male;1972-06-05;Developer II;Financial Services;Affluent Customer;N;Yes;33 Prentice Street;2300;NSW;Australia;9
2363;Bobby;Farmiloe;Male;1983-12-30;Nurse;Entertainment;Mass Customer;N;Yes;5 Columbus Crossing;3040;VIC;Australia;10
2364;Fielding;Linklater;Male;1995-09-22;Speech Pathologist;n/a;Mass Customer;N;Yes;29 Basil Point;2284;NSW;Australia;5
2365;Lauretta;Furmonger;Female;1998-10-18;Structural Analysis Engineer;Argiculture;Mass Customer;N;Yes;1 Bay Pass;3219;VIC;Australia;5
2366;Idette;Mapam;Female;1975-06-15;Web Designer I;Health;Mass Customer;N;Yes;89 Oak Hill;2508;NSW;Australia;10
2367;Lorne;Sabin;Male;1957-05-22;Electrical Engineer;Manufacturing;Mass Customer;N;Yes;03 Clarendon Way;2099;NSW;Australia;10
2368;Rowe;Losbie;Female;1993-01-22;Chemical Engineer;Manufacturing;Mass Customer;N;No;0 Gateway Road;3149;VIC;Australia;12
2369;Averyl;Gosz;Female;1996-10-28;Financial Analyst;Financial Services;Mass Customer;N;Yes;631 Fuller Parkway;3023;VIC;Australia;7
2370;Juliane;Calltone;Female;1996-03-19;Analyst Programmer;Property;High Net Worth;N;No;43898 Prentice Court;3025;VIC;Australia;9
2371;Rory;Lokier;Female;1966-11-18;Staff Scientist;Manufacturing;High Net Worth;N;Yes;2 Melody Alley;3172;VIC;Australia;8
2372;Jim;Shoppee;Male;1977-09-10;Clinical Specialist;Health;Affluent Customer;N;No;01 Dunning Drive;2064;NSW;Australia;9
2373;Cordy;Readshall;Female;1982-05-22;Structural Engineer;Manufacturing;High Net Worth;N;Yes;86686 Novick Center;3147;VIC;Australia;11
2374;Dolf;Baudichon;Male;1993-06-15;Design Engineer;Financial Services;Mass Customer;N;No;51 Leroy Place;2065;NSW;Australia;10
2375;Alika;Milbourne;Female;1987-03-17;Sales Representative;Retail;Affluent Customer;N;No;5390 Park Meadow Park;2222;NSW;Australia;10
2376;Eada;Narbett;Female;1958-10-23;Community Outreach Specialist;n/a;High Net Worth;N;Yes;4 Judy Park;2016;NSW;Australia;10
2377;Kristien;Dunne;Female;1998-10-02;Analog Circuit Design manager;IT;High Net Worth;N;No;9 American Ash Plaza;2015;NSW;Australia;9
2378;Aggi;Farncombe;Female;1994-04-25;Research Assistant II;Manufacturing;Affluent Customer;N;No;3 Riverside Drive;4034;QLD;Australia;8
2379;Trixie;Piscopiello;Female;1981-05-05;Occupational Therapist;Health;Affluent Customer;N;Yes;25925 Service Crossing;2147;NSW;Australia;9
2380;Merissa;Milella;Female;1956-04-09;Technical Writer;Retail;Mass Customer;N;Yes;080 Pond Alley;2065;NSW;Australia;9
2381;Dulsea;Pladen;Female;1973-02-12;Programmer I;Argiculture;Affluent Customer;N;Yes;1816 Monument Park;3074;VIC;Australia;7
2382;Turner;Huggens;Male;1971-07-05;Accounting Assistant III;Retail;Mass Customer;N;Yes;1 Nova Avenue;2200;NSW;Australia;9
2383;Zaria;Eberz;Female;1978-09-15;Compensation Analyst;Financial Services;Mass Customer;N;No;98 Mesta Street;2038;NSW;Australia;11
2384;Garey;Letrange;Male;1961-07-16;Operator;Health;High Net Worth;N;Yes;7256 Forster Crossing;2533;NSW;Australia;8
2385;Gaultiero;Lissenden;Male;1958-12-17;Dental Hygienist;Health;Mass Customer;N;No;249 Burning Wood Point;2758;NSW;Australia;8
2386;Adrianne;Lowerson;Female;1997-07-06;Compensation Analyst;Financial Services;Mass Customer;N;No;12651 Lake View Point;4209;QLD;Australia;7
2387;Roy;Jone;Male;1977-08-30;Nurse;n/a;High Net Worth;N;Yes;9501 Melby Avenue;4178;QLD;Australia;7
2388;Quincy;Weben;Male;1997-05-28;Cost Accountant;Financial Services;Mass Customer;N;No;69810 Westridge Avenue;2573;NSW;Australia;6
2389;Sibyl;Gudge;Male;1973-12-28;Desktop Support Technician;Retail;High Net Worth;N;No;422 Crownhardt Court;4179;QLD;Australia;7
2390;Tonya;Nealand;Female;1964-05-06;Legal Assistant;Property;Mass Customer;N;No;4 Londonderry Junction;4159;QLD;Australia;7
2391;Corny;Millott;Female;1961-04-22;Nurse Practicioner;Health;Mass Customer;N;No;7346 Luster Circle;4131;QLD;Australia;5
2392;Isadora;Gronaller;Female;2001-01-11;Marketing Assistant;Manufacturing;Affluent Customer;N;No;43 Commercial Road;4128;QLD;Australia;7
2393;Dorian;Colledge;Female;1981-06-21;Registered Nurse;Health;High Net Worth;N;Yes;44083 Village Court;2142;NSW;Australia;7
2394;Ferne;Reese;Female;1995-11-12;GIS Technical Architect;n/a;Mass Customer;N;Yes;57 Tennessee Alley;4034;QLD;Australia;5
2395;Ashlin;Kesby;Male;1966-02-26;Executive Secretary;n/a;High Net Worth;N;No;57 Debra Terrace;2259;NSW;Australia;6
2396;Elmira;Wildblood;Female;1973-08-02;Recruiter;Retail;Affluent Customer;N;Yes;846 Carberry Street;4218;QLD;Australia;11
2397;Cassius;Birchenough;Male;1985-06-10;Analyst Programmer;Retail;Affluent Customer;N;Yes;4 Center Park;3807;VIC;Australia;6
2398;Mirelle;;Female;2000-10-11;Administrative Assistant IV;Financial Services;High Net Worth;N;Yes;1 Coolidge Plaza;2150;NSW;Australia;7
2399;Devonne;McPolin;Female;1980-06-11;Software Consultant;Manufacturing;High Net Worth;N;Yes;544 Northland Place;2190;NSW;Australia;10
2400;Lindsay;Stollsteiner;Male;1978-02-28;Office Assistant III;Property;Mass Customer;N;Yes;91 Norway Maple Hill;2065;NSW;Australia;11
2401;Drake;Riguard;Male;1977-07-31;Staff Scientist;n/a;Mass Customer;N;Yes;5 Myrtle Trail;2285;NSW;Australia;5
2402;Merrielle;Strafen;Female;1957-06-07;Cost Accountant;Financial Services;Mass Customer;N;Yes;645 Thackeray Street;4879;QLD;Australia;6
2403;Karalee;Tremlett;Female;1977-10-25;Technical Writer;Financial Services;Affluent Customer;N;No;1439 Utah Court;2176;NSW;Australia;9
2404;Conney;Grouse;Male;1960-03-14;Graphic Designer;Retail;Mass Customer;N;No;9 Hollow Ridge Circle;2500;NSW;Australia;8
2405;Quintana;Merricks;Female;1957-07-28;Structural Analysis Engineer;n/a;Mass Customer;N;No;4177 Bluejay Street;2560;NSW;Australia;8
2406;Randal;Messager;Male;1973-06-11;Executive Secretary;n/a;Affluent Customer;N;Yes;75351 Ridgeview Lane;3181;VIC;Australia;11
2407;Merrily;;Female;1959-03-30;;Financial Services;High Net Worth;N;Yes;4006 Algoma Crossing;2041;NSW;Australia;12
2408;Celestia;;Female;1955-10-10;VP Marketing;Health;Mass Customer;N;No;881 Debs Center;4051;QLD;Australia;8
2409;Carolan;Ortler;Female;1989-07-13;;Health;Mass Customer;N;No;423 Debra Terrace;3082;VIC;Australia;8
2410;Eugenia;Verey;Female;1974-08-24;Geological Engineer;Manufacturing;Mass Customer;N;Yes;1369 Wayridge Terrace;3802;VIC;Australia;7
2411;Casey;McDade;Male;1964-05-27;Technical Writer;Financial Services;High Net Worth;N;No;6142 Grayhawk Lane;2298;NSW;Australia;8
2412;Tiffi;Havercroft;Female;1981-05-26;Chemical Engineer;Manufacturing;Affluent Customer;N;No;5 Steensland Hill;2768;NSW;Australia;10
2413;Abbey;Murrow;Male;1943-08-11;Environmental Specialist;Manufacturing;High Net Worth;N;Yes;37983 Logan Street;2154;NSW;Australia;11
2414;Basile;Bowlas;U;;Registered Nurse;Health;Mass Customer;N;Yes;31168 Messerschmidt Street;3024;VIC;Australia;5
2415;Tanner;Harp;Male;1978-11-05;Web Designer II;Manufacturing;Mass Customer;N;No;240 Lake View Road;4118;QLD;Australia;5
2416;Eberhard;Shalcras;Male;1959-12-29;Office Assistant I;Health;Affluent Customer;N;No;290 Jay Drive;4210;QLD;Australia;3
2417;Cacilia;Swetland;Female;1974-06-24;Nurse;n/a;Affluent Customer;N;No;1369 Morrow Plaza;3046;VIC;Australia;8
2418;Elspeth;Brazil;Female;1970-04-05;Software Engineer III;Property;Mass Customer;N;Yes;61976 Emmet Junction;2178;NSW;Australia;10
2419;Aron;Karlsen;Male;1978-07-04;Physical Therapy Assistant;Property;High Net Worth;N;No;7585 Rutledge Trail;3161;VIC;Australia;9
2420;Celie;Guyers;Female;1976-08-26;Staff Scientist;Financial Services;High Net Worth;N;No;9 Northwestern Pass;4879;QLD;Australia;6
2421;Marilee;Garbott;Female;1954-08-16;Research Nurse;Health;Affluent Customer;N;Yes;16 Dwight Court;2154;NSW;Australia;10
2422;Crysta;Woliter;Female;1978-11-30;Librarian;Entertainment;High Net Worth;N;No;4 Becker Center;2145;NSW;Australia;10
2423;Lenci;Symcox;Male;1981-02-20;Professor;IT;Mass Customer;N;Yes;96 Hintze Point;2147;NSW;Australia;8
2424;Loren;Batkin;Male;1982-01-06;;n/a;Affluent Customer;N;Yes;34222 Vera Circle;3240;VIC;Australia;7
2425;Barn;Sainsberry;Male;1976-03-19;Help Desk Technician;n/a;Mass Customer;N;Yes;338 Little Fleur Avenue;2170;NSW;Australia;9
2426;Yancy;Ovett;U;;;IT;Affluent Customer;N;Yes;57769 Gulseth Lane;2040;NSW;Australia;10
2427;Myrta;Whibley;Female;1998-10-15;Senior Developer;n/a;High Net Worth;N;Yes;309 Shopko Center;4211;QLD;Australia;10
2428;Pauly;Keightley;Male;1968-07-26;Help Desk Operator;n/a;Mass Customer;N;Yes;37 Roth Place;2144;NSW;Australia;10
2429;Emeline;Baldi;Female;1980-11-11;Assistant Professor;Manufacturing;Mass Customer;N;Yes;618 Kropf Drive;2261;NSW;Australia;9
2430;Humbert;Dikles;Male;1968-09-06;Quality Engineer;n/a;Mass Customer;N;No;1966 Glendale Avenue;4207;QLD;Australia;4
2431;Alvy;Tyndall;Male;1999-12-24;Senior Cost Accountant;Financial Services;Mass Customer;N;Yes;401 Pond Circle;4019;QLD;Australia;7
2432;Ebba;Melhuish;Female;1981-02-21;Nuclear Power Engineer;Manufacturing;Affluent Customer;N;Yes;582 Kropf Avenue;2032;NSW;Australia;11
2433;Burty;Strutz;Male;1976-07-19;Nurse Practicioner;n/a;High Net Worth;N;Yes;2 Columbus Park;3075;VIC;Australia;7
2434;Lenci;Soars;Male;1956-11-17;Environmental Specialist;n/a;Affluent Customer;N;No;99739 Coolidge Crossing;2760;NSW;Australia;7
2435;Orly;Ceney;Female;1961-08-12;Account Coordinator;Manufacturing;Mass Customer;N;No;75 Westerfield Park;4570;QLD;Australia;1
2436;Jaymie;Wellesley;Male;1986-03-21;Help Desk Technician;IT;Mass Customer;N;No;62842 Pearson Point;2508;NSW;Australia;9
2437;Simonette;Cressingham;Female;1977-05-01;Marketing Manager;Financial Services;Mass Customer;N;Yes;78426 Fulton Plaza;4223;QLD;Australia;9
2438;Lorianne;Ethersey;Female;1983-01-29;Speech Pathologist;Manufacturing;Mass Customer;N;Yes;336 Service Pass;2073;NSW;Australia;11
2439;Shelly;Yakebovitch;Female;1967-10-02;;Manufacturing;Affluent Customer;N;No;4 Northridge Center;2076;NSW;Australia;11
2440;Lethia;Juanes;Female;1959-09-21;Engineer II;Manufacturing;Affluent Customer;N;No;8 Superior Court;3174;VIC;Australia;5
2441;Loutitia;Pinkie;Female;1959-03-29;;Property;High Net Worth;N;Yes;8147 Dapin Hill;2280;NSW;Australia;8
2442;Odie;Enrrico;Male;1957-10-13;Social Worker;Health;Affluent Customer;N;Yes;047 Kedzie Park;2206;NSW;Australia;11
2443;Towny;Python;Male;1990-02-13;Computer Systems Analyst I;Property;High Net Worth;N;No;9346 Sunfield Plaza;2671;NSW;Australia;1
2444;Emmet;Cristoforo;Male;1977-05-13;Associate Professor;Manufacturing;High Net Worth;N;No;11 Dunning Pass;2219;NSW;Australia;10
2445;Johnnie;Prujean;Male;1976-03-11;Quality Control Specialist;Retail;Affluent Customer;N;No;67 Crowley Drive;3216;VIC;Australia;4
2446;Lovell;Kiss;Male;1956-09-07;;Retail;Affluent Customer;N;No;76 Schiller Pass;4455;QLD;Australia;3
2447;Richard;Poor;Male;1997-01-06;Tax Accountant;n/a;Affluent Customer;N;Yes;71761 Almo Street;4178;QLD;Australia;7
2448;Lorri;Iston;Female;1992-12-18;Structural Analysis Engineer;Property;High Net Worth;N;No;4898 Buell Terrace;3043;VIC;Australia;7
2449;Oates;Broadberrie;Male;1982-06-01;Tax Accountant;n/a;Affluent Customer;N;No;6 Morningstar Way;2165;NSW;Australia;7
2450;Jayson;Breheny;Male;1974-06-21;Structural Engineer;Retail;Affluent Customer;N;Yes;15 Shelley Hill;2164;NSW;Australia;8
2451;Upton;Orford;Male;1973-03-09;Editor;Argiculture;Affluent Customer;N;Yes;1556 Sheridan Hill;4165;QLD;Australia;5
2452;Sophronia;Yerrill;Female;1975-07-24;Chemical Engineer;Manufacturing;Mass Customer;N;Yes;6568 Northridge Pass;3029;VIC;Australia;6
2453;Ruthe;Campe;Female;1992-08-05;Safety Technician II;Telecommunications;High Net Worth;N;No;4694 Carioca Court;4060;QLD;Australia;10
2454;Gene;Brome;Female;1960-02-13;Senior Sales Associate;Property;Mass Customer;N;Yes;6 Ryan Drive;2165;NSW;Australia;10
2455;Kathe;Heatlie;Female;1977-10-09;;Manufacturing;Mass Customer;N;No;975 Annamark Hill;4034;QLD;Australia;6
2456;Reidar;Pullin;Male;1991-05-29;Sales Associate;n/a;Mass Customer;N;No;40 Ilene Drive;3690;VIC;Australia;1
2457;Benito;Vearnals;Male;1975-04-12;Developer IV;IT;High Net Worth;N;Yes;60 Sycamore Lane;2148;NSW;Australia;9
2458;Leilah;Liddel;Female;1964-04-20;Media Manager II;Manufacturing;High Net Worth;N;Yes;8439 Katie Crossing;3028;VIC;Australia;8
2459;Jeanna;Naulls;Female;1986-01-10;Quality Engineer;Manufacturing;High Net Worth;N;No;22 Hayes Center;3156;VIC;Australia;10
2460;Mick;Boutellier;Male;1976-05-17;Nurse Practicioner;Manufacturing;High Net Worth;N;Yes;3126 Butterfield Pass;2573;NSW;Australia;8
2461;Tully;;Male;1976-06-12;Speech Pathologist;n/a;Affluent Customer;N;No;0 Moulton Plaza;2761;NSW;Australia;8
2462;Fletcher;Hutchens;Male;1980-07-05;Assistant Media Planner;Entertainment;Affluent Customer;N;No;188 Carberry Point;4650;QLD;Australia;1
2463;Krystle;Jovicevic;Female;1978-01-30;Pharmacist;Health;Mass Customer;N;No;083 Farragut Avenue;2540;NSW;Australia;7
2464;Cleve;Jindrak;Male;1983-04-06;Speech Pathologist;Retail;Mass Customer;N;No;62052 Loomis Avenue;4014;QLD;Australia;8
2465;Paloma;Nilles;Female;1984-06-12;Senior Editor;n/a;Mass Customer;N;Yes;49 Talmadge Trail;2036;NSW;Australia;11
2466;Araldo;Klamp;Male;1980-10-04;Software Test Engineer IV;Entertainment;High Net Worth;N;No;6247 Crest Line Terrace;2250;NSW;Australia;8
2467;Ynez;Fawloe;Female;1975-07-15;Engineer III;Manufacturing;Affluent Customer;N;Yes;77 Armistice Alley;2208;NSW;Australia;10
2468;Parker;Barenskie;Male;1995-12-12;Marketing Assistant;Retail;High Net Worth;N;No;572 Meadow Ridge Drive;3160;VIC;Australia;7
2469;Kermie;Hedger;U;;Accounting Assistant II;IT;Mass Customer;N;Yes;7 Mcguire Terrace;3754;VIC;Australia;6
2470;Roy;Dunaway;Male;1957-07-04;;Argiculture;Mass Customer;N;No;70 Erie Street;4814;QLD;Australia;2
2471;Noland;Bresland;Male;1978-12-20;Geological Engineer;Manufacturing;Mass Customer;N;Yes;3 Talisman Place;4017;QLD;Australia;5
2472;Mathias;Element;Male;1989-06-02;Product Engineer;Health;High Net Worth;N;Yes;567 Scott Park;4118;QLD;Australia;5
2473;Davon;;Male;1970-05-10;Administrative Assistant I;Entertainment;Mass Customer;N;Yes;9248 Sugar Terrace;2530;NSW;Australia;9
2474;Chrysa;Burrett;Female;1980-06-08;Executive Secretary;Argiculture;High Net Worth;N;Yes;13 Tennyson Point;4370;QLD;Australia;6
2475;Cammi;Ambrogioni;Female;1977-05-02;Quality Control Specialist;n/a;Mass Customer;N;No;88540 Scoville Plaza;3195;VIC;Australia;9
2476;Hal;Braddon;Male;1956-09-25;Administrative Officer;Property;High Net Worth;N;No;22779 Graedel Road;4655;QLD;Australia;2
2477;Barney;Tilling;Male;1977-03-23;Electrical Engineer;Manufacturing;Affluent Customer;N;Yes;51800 Meadow Vale Point;3023;VIC;Australia;7
2478;Andreas;Lamke;Male;1966-07-07;Senior Cost Accountant;Financial Services;Affluent Customer;N;Yes;1 Trailsway Lane;2145;NSW;Australia;9
2479;Helge;Voller;Female;1996-11-06;Community Outreach Specialist;Retail;Mass Customer;N;No;65662 Haas Trail;2560;NSW;Australia;7
2480;Adey;Shevlin;Female;1971-12-26;Nuclear Power Engineer;Manufacturing;High Net Worth;N;Yes;0 Union Plaza;2444;NSW;Australia;7
2481;Amber;Ruslin;Female;1979-01-20;Chief Design Engineer;Manufacturing;Mass Customer;N;Yes;1 Forster Junction;2880;NSW;Australia;1
2482;Regan;Siemens;Male;1953-12-10;Pharmacist;Health;Mass Customer;N;Yes;24877 3rd Circle;2063;NSW;Australia;12
2483;Greta;Cotterrill;Female;1987-06-06;;Manufacturing;Mass Customer;N;No;34797 Londonderry Trail;3806;VIC;Australia;7
2484;Elise;Slimm;Female;1979-10-03;Senior Quality Engineer;Property;Mass Customer;N;Yes;24649 Kennedy Street;2114;NSW;Australia;8
2485;Ringo;Parkyn;Male;1955-07-27;Help Desk Technician;n/a;Mass Customer;N;Yes;9 Spaight Place;2102;NSW;Australia;9
2486;Alaine;Halbord;Female;1954-03-09;Structural Engineer;Manufacturing;Mass Customer;N;Yes;711 Hayes Court;2120;NSW;Australia;10
2487;Elton;Piggford;Male;1978-01-13;Operator;IT;Affluent Customer;N;Yes;30624 John Wall Point;3101;VIC;Australia;7
2488;Idalia;Braunton;Female;1988-11-17;Senior Financial Analyst;Financial Services;Mass Customer;N;Yes;46 Victoria Center;2770;NSW;Australia;9
2489;Emma;Mates;Female;1976-06-12;Speech Pathologist;Retail;Mass Customer;N;No;99 Blackbird Court;2203;NSW;Australia;11
2490;Clint;Krause;Male;1987-10-01;;Health;Mass Customer;N;Yes;00 Rutledge Alley;2166;NSW;Australia;9
2491;Tabbie;Turone;Male;1977-05-08;Clinical Specialist;Health;Mass Customer;N;No;719 Vahlen Way;2560;NSW;Australia;8
2492;Gayelord;Lipman;Male;1974-02-01;Design Engineer;Manufacturing;High Net Worth;N;No;02 Declaration Lane;4551;QLD;Australia;7
2493;Rey;Collum;Male;1981-08-19;Assistant Media Planner;Entertainment;Mass Customer;N;Yes;9366 Judy Alley;4171;QLD;Australia;9
2494;Donella;Emm;Female;1974-08-08;Senior Sales Associate;Manufacturing;High Net Worth;N;No;07623 Mandrake Trail;2093;NSW;Australia;11
2495;Gwenore;Suero;Female;1953-11-12;Assistant Professor;IT;Affluent Customer;N;No;050 Buell Lane;4055;QLD;Australia;7
2496;Lew;Wittleton;Male;1980-08-26;Web Developer II;Manufacturing;Mass Customer;N;Yes;556 Gale Road;4165;QLD;Australia;6
2497;Gustav;Aaronsohn;Male;1969-04-05;Administrative Assistant IV;Property;Affluent Customer;N;No;24 Helena Alley;2566;NSW;Australia;9
2498;Rosana;Emmatt;Female;1978-02-02;Software Test Engineer III;Retail;High Net Worth;N;No;77410 Bluejay Street;3046;VIC;Australia;9
2499;Doll;Tschirschky;Female;1973-08-30;Account Representative I;Retail;Mass Customer;N;No;62 Doe Crossing Junction;2760;NSW;Australia;7
2500;Micky;Livings;Female;1957-12-18;Senior Developer;Property;High Net Worth;N;Yes;7 Lake View Street;4060;QLD;Australia;9
2501;Ora;Meaddowcroft;Female;1971-07-12;Actuary;Financial Services;Mass Customer;N;Yes;30 Redwing Pass;2112;NSW;Australia;11
2502;Concordia;Mussington;Female;1964-08-23;Structural Engineer;Manufacturing;Mass Customer;N;Yes;99488 Mccormick Terrace;2207;NSW;Australia;11
2503;Devlin;Laneham;Male;1967-07-16;Budget/Accounting Analyst I;Health;Affluent Customer;N;Yes;60 Banding Terrace;2880;NSW;Australia;1
2504;Aloysius;Huffer;Male;2000-04-29;;Property;Mass Customer;N;No;6220 Sugar Court;2300;NSW;Australia;8
